631.2180786	722.8432617	0	0
596.7399902	895.4966431	0	1
581.2007446	784.0211792	0	2
571.3123169	728.6873169	0	3
560.9456787	676.3864746	0	4
538.8336792	959.0706787	0	5
533.7717285	780.1864014	0	6
517.8112793	642.9424438	0	7
506.9790649	888.0101318	0	8
481.2545471	580.3494873	0	9
476.0180969	971.1453247	0	10
475.230011	700.0127563	0	11
466.4938049	871.4152832	0	12
460.7077332	520.0996094	0	13
421.9146423	800.128479	0	14
412.0406799	482.7120361	0	15
410.9089355	719.0385742	0	16
408.6037598	912.6943359	0	17
407.2783813	656.8866577	0	18
396.8364258	942.4903564	0	19
371.5425415	662.9907227	0	20
371.2743225	389.0318298	0	21
366.537262	841.1227417	0	22
362.9959106	601.8840332	0	23
362.6254272	435.989624	0	24
358.034668	728.4147339	0	25
357.2828979	526.1417847	0	26
307.0090637	532.1827393	0	27
273.4446411	449.68927	0	28
273.2884521	188.2920074	0	29
272.0605164	244.0787811	0	30
248.7023621	527.2212524	0	31
219.0821991	321.2408447	0	32
215.9782562	162.8497009	0	33
208.0739746	230.1807251	0	34
159.7498779	194.1165161	0	35
147.7608032	122.0153198	0	36
127.6836395	182.8808899	0	37
118.3648376	40.2450066	0	104
118.1799927	40.1314278	1	0
142.9447937	122.5151978	1	1
213.0239258	157.2904663	1	2
126.6907654	180.3303375	1	3
267.4013977	183.3925171	1	4
154.3968506	188.254715	1	5
205.6839294	225.2674713	1	6
269.9013367	243.1643982	1	7
219.0615692	318.2194824	1	8
366.1168823	388.6972656	1	9
359.4396057	430.0353088	1	10
274.0561829	445.1558228	1	11
411.2224121	490.2496033	1	12
459.1246643	516.8347778	1	13
355.4712219	527.8188477	1	14
247.5047607	527.6291504	1	15
304.0991211	530.0792847	1	16
481.185791	577.4879761	1	17
369.0887756	598.5693359	1	18
523.914978	646.562561	1	19
371.2296143	659.0123291	1	20
565.6387329	678.5187988	1	21
475.5795288	703.8874512	1	22
409.4847717	721.1540527	1	23
628.881897	731.9233398	1	24
355.1845703	731.0111694	1	25
569.8842163	731.3265381	1	26
534.4002686	784.0560303	1	27
582.2717896	783.4240723	1	28
422.0748901	802.272522	1	29
368.245636	841.0735474	1	30
470.2028809	873.6304321	1	31
510.0238647	894.7994385	1	32
599.5101929	896.8518677	1	33
408.0776367	913.519165	1	34
399.5575562	943.4164429	1	35
537.7294312	966.8494263	1	36
477.7745972	972.4088745	1	37
311.4815979	345.2826233	1	38
305.2805481	464.7632141	1	39
305.1161194	576.8237915	1	40
302.6588135	592.9158936	1	41
638.5479736	754.0388184	1	42
490.9912109	769.2122803	1	43
453.6753235	865.4672241	1	44
411.0193176	658.9696655	1	104
119.2244873	39.4847603	2	0
138.1937866	119.0751038	2	1
211.1111755	154.2141571	2	2
127.6329041	180.352005	2	3
274.2684631	187.9880371	2	4
154.972702	188.5681305	2	5
205.6708374	223.2002106	2	6
268.9666138	244.808548	2	7
215.1434174	311.599884	2	8
362.6292114	383.1330872	2	9
362.2658386	428.3467712	2	10
273.1503906	448.8545227	2	11
411.4124451	486.0240173	2	12
457.1429749	513.1580811	2	13
358.789917	521.008667	2	14
246.8154602	526.8896484	2	15
303.9757996	529.0507202	2	16
484.2781982	580.164856	2	17
372.0484314	590.3261719	2	18
530.7809448	650.8206787	2	19
373.2213745	655.7306519	2	20
570.1861572	685.8271484	2	21
479.3955688	701.3461304	2	22
409.4695435	723.8872681	2	23
632.9299316	730.3342896	2	24
353.2732544	730.3074341	2	25
573.5820313	729.9090576	2	26
539.9918823	787.5913086	2	27
584.1032715	783.2254028	2	28
423.1602173	802.2176514	2	29
372.3159485	840.4437866	2	30
469.5313721	872.9802246	2	31
511.1066284	898.0098877	2	32
598.1370239	905.2818604	2	33
411.3421936	913.6856689	2	34
395.887085	946.3197632	2	35
537.8568115	973.96521	2	36
474.1513672	976.1748047	2	37
311.1702881	339.2347717	2	38
304.8042908	466.9041138	2	39
305.173584	575.6972656	2	40
303.202301	595.3820801	2	41
639.6900635	758.5004272	2	42
490.7078552	770.1322632	2	43
450.4170837	859.777771	2	44
208.708374	243.9915619	2	45
247.5984192	374.2903748	2	46
429.9851074	606.9420166	2	47
419.9456787	655.4084473	2	104
117.505188	39.9722595	3	0
144.0362854	115.9073334	3	1
210.1452026	153.0401459	3	2
124.2753143	175.8722839	3	3
272.0611267	189.9492035	3	4
157.2880859	184.7889099	3	5
202.7339783	219.379303	3	6
266.2384033	244.3894348	3	7
215.9340668	307.839386	3	8
358.3352356	383.2136841	3	9
354.9955139	421.6985474	3	10
272.9060364	440.8232117	3	11
410.2546387	489.7787476	3	12
455.6098328	509.0013428	3	13
364.8243713	514.1498413	3	14
242.5139771	521.4683228	3	15
302.0278625	520.0057373	3	16
486.0378418	580.0823975	3	17
376.4413147	590.9608765	3	18
531.8570557	654.7821655	3	19
369.686615	659.5132446	3	20
574.5756226	684.3249512	3	21
486.0735168	701.0561523	3	22
411.1208801	723.9556274	3	23
631.6541138	728.8692627	3	24
357.8894043	738.1508179	3	25
577.2001343	724.8121338	3	26
534.9002686	787.2099609	3	27
588.8808594	781.5048828	3	28
429.5107727	808.4741211	3	29
377.0514221	845.9785156	3	30
469.7049255	878.3250122	3	31
511.8596802	903.8613281	3	32
598.809021	898.0892334	3	33
412.7225342	913.1765137	3	34
393.8291931	949.8771362	3	35
536.4654541	976.918457	3	36
475.0578613	978.0292358	3	37
310.0378113	332.2700195	3	38
300.8718567	459.3899536	3	39
310.1557007	570.7669067	3	40
306.2061157	598.1854858	3	41
640.2797852	765.5773315	3	42
499.9237671	774.4904175	3	43
447.9345398	861.1812744	3	44
206.0150299	243.960968	3	45
251.1008301	373.0997925	3	46
432.7587891	615.9837036	3	47
322.3520203	227.2835388	3	48
242.3228149	315.8063965	3	49
410.3261719	758.8969116	3	50
400.238678	979.6618652	3	51
424.8627625	655.4990845	3	104
120.4037933	36.2377968	4	0
136.8998871	116.1356583	4	1
209.246521	149.3820801	4	2
122.9502258	173.6707916	4	3
273.3255005	188.3525391	4	4
155.5213623	182.7533875	4	5
